,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.014,100,1,100000.0,,635.4399999999999,0.63544,20.0,0.0006096995105013,0.0092720290931478,0.0011128171833155,15377648000000.0,9912864000000.0,8006544000000.0,0.659173444999466,2.0943356230588237,50682922078023.52,32671635719717.64,26388628850541.168,6.362944732233599e-05,4.1017329678864e-05,3.312938166369601e-05,3.0616907577736e-05,1.973651893441458e-05,1.594103452395174e-05
1,1,2.25,0.014,105,1,100000.0,,671.76,0.6717599999999999,21.0,0.0006311682492656,0.0083587295636249,0.0011141093795256,16256592000000.0,10479456000000.0,8464176000000.0,0.6673526706291144,2.241723205977855,54249701584664.1,34970882013254.55,28245712395320.98,7.1075424655784e-05,4.5817215893812e-05,3.7006212837308e-05,3.6068411226144006e-05,2.3250711368916e-05,1.8779420721053523e-05
2,2,2.25,0.014,110,1,100000.0,,722.96,0.72296,22.0,0.0006712825195012,0.0081757544736705,0.0010979329639022,17495632000000.0,11278176000000.0,9109296000000.0,0.6565876390740731,2.37414550601056,57454321245455.56,37036669893764.734,29914233375733.062,7.9244026137964e-05,5.1082925940172e-05,4.125928633629199e-05,4.382991750402e-05,2.8253996407548e-05,2.282053555994e-05
3,3,2.25,0.014,115,1,100000.0,,759.12,0.75912,23.0,0.0007109200492015,0.0076037636534422,0.0010650974988374,18370704000000.0,11842272000000.0,9564912000000.0,0.6486885751976871,2.46296755377004,59603814801234.98,38422293838812.62,31033391177502.508,8.6322895570836e-05,5.564616408698401e-05,4.4944978685635993e-05,5.0131816792548e-05,3.2316377767096e-05,2.6101689734964e-05
4,4,2.25,0.014,120,1,100000.0,,792.6800000000001,0.79268,24.0,0.0007618047074072,0.0083820510206118,0.001132106961888,19182856000000.0,12365808000000.0,9987768000000.0,0.6311297836584214,2.5021190719117774,60551281540265.02,39033057521823.73,31526700306088.4,9.3206288467928e-05,6.00833925661e-05,4.852889399569201e-05,5.7481027792332e-05,3.705388568431201e-05,2.9928138437328003e-05
5,5,2.25,0.014,125,1,100000.0,,829.28,0.82928,25.0,0.0007787090994258,0.0077007224097112,0.0011716108287511,20068576000000.004,12936768000000.0,10448928000000.0,0.6451984255905739,2.675228358262344,64740526269948.734,41733562388892.58,33707877314105.543,0.0001015285533618,6.544815836550399e-05,5.286197406444e-05,6.3208909718536e-05,4.0746239322692e-05,3.2910424068324e-05
6,6,2.25,0.014,130,1,100000.0,,828.76,0.8287600000000002,26.0,0.0008061065969695,0.0079778932664274,0.0010614276389488,20055992000000.0,12928656000000.0,10442376000000.0,0.6492181656759719,2.6879649950445024,65048752880076.98,41932253922694.25,33868358937560.74,0.0001053772789968,6.7929155055828e-05,5.4865856006628e-05,6.6572150285284e-05,4.291427869630001e-05,3.4661532793164e-05
7,7,2.25,0.014,135,1,100000.0,,829.5200000000001,0.8295199999999999,27.0,0.0008780886660861,0.0072191363087871,0.0011335822397755,20074384000000.0,12940512000000.0,10451952000000.0,0.6156408514237529,2.553058508993268,61784015917637.08,39827712740294.98,32168537213315.18,0.0001096608615619,7.06904727424e-05,5.7096151061168006e-05,6.971252554612e-05,4.4938652831372e-05,3.6296604209952e-05
8,8,2.25,0.014,140,1,100000.0,,822.0799999999999,0.82208,28.0,0.0008626617142772,0.0077349033798303,0.0011230036131658,19886657509068.48,12824448000000.0,10358208000000.0,0.6540053474813251,2.69142106508844,65107251038957.4,41986168615379.664,33911905420114.336,0.0001132967721472,7.306248233556798e-05,5.9012004963344e-05,7.240674566020399e-05,4.6693444795588e-05,3.7713936181044e-05
9,9,2.25,0.014,145,1,100000.0,,780.6,0.7806,29.0,0.0008748827059878,0.0069525612292366,0.0011715193456607,18814166950092.76,12177360000000.0,9835560000000.0,0.6673672764252709,2.6046272461222557,62777212210228.61,40632185039507.18,32818303301140.414,0.0001110628335822,7.1884772296264e-05,5.806077762390801e-05,7.1389634100412e-05,4.6206524956168e-05,3.732065477228e-05
