,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,156.0,0.1559999999999999,20.0,0.0006207206702953,0.0144545389346087,0.0009354885327732,3775200000000.0,2433600000000.0,1965600000000.0,6.452922103820269,5.033769784326696,121817228780706.05,78526808635496.45,63425499282516.375,1.5620977247712667e-05,1.0069720870426346e-05,8.13323608765205e-06,7.516425755584757e-06,4.845299247401744e-06,3.913510930593717e-06
1,1,2.25,0.02,105,1,100000.0,,161.88,0.16188,21.0,0.0006399952724109,0.0142381230578087,0.0008845163915258,3917496000000.0,2525328000000.0,2039688000000.0,6.669610206414184,5.389968959226534,130437248813282.16,84083515763933.94,67913608886254.336,1.7127679146243208e-05,1.1040983251297274e-05,8.917717241432414e-06,8.691726821021241e-06,5.6029313391707166e-06,4.525444543176348e-06
2,2,2.25,0.02,110,1,100000.0,,163.84,0.16384,22.0,0.0006818363370018,0.0131426269721712,0.0008843834702759,3964928000000.0,2555904000000.0,2064384000000.0,6.523800308557014,5.325095335581089,128867307121062.34,83071487235065.02,67096201228321.73,1.7958588638992895e-05,1.157661085819377e-05,9.35033953931035e-06,9.932905947576352e-06,6.40303028025583e-06,5.171678303283554e-06
3,3,2.25,0.02,115,1,100000.0,,163.56,0.16356,23.0,0.0006738008220747,0.0136483537027452,0.0008608044299387,3958152000000.0,2551536000000.0,2060856000000.0,6.890957355703336,5.617754171623941,135949650953299.4,87636965077333.52,70783702562461.67,1.85991316255236e-05,1.1989522866040009e-05,9.683845391801544e-06,1.0801401563114004e-05,6.9628869580404325e-06,5.623870235340349e-06
4,4,2.25,0.02,120,1,100000.0,,169.0,0.1689999999999999,24.0,0.0007601367815533,0.0130949669050045,0.0008250237692712,4089800000000.0,2636400000000.0,2129400000000.0,6.397486672285,5.387269014645568,130371910154422.77,84041396628470.86,67879589584534.15,1.9871654073619312e-05,1.2809826592915626e-05,1.0346398401970311e-05,1.2255000374559894e-05,7.899917596823731e-06,6.380702674357629e-06
5,5,2.25,0.02,125,1,100000.0,,170.88,0.17088,25.0,0.0007007328572529,0.01291967386402,0.0008044931301958,4135296000000.0,2665728000000.0,2153088000000.0,7.247200606477003,6.185591447507181,149691313029673.8,96495226581112.05,77938452238590.47,2.092079779866e-05,1.3486134118150274e-05,1.089264678773676e-05,1.3024718421649406e-05,8.396099478418627e-06,6.7814649633381214e-06
6,6,2.25,0.02,130,1,100000.0,,174.52,0.1745199999999999,26.0,0.0007873287020697,0.0112742031221277,0.0010089902820976,4223384000000.0,2722512000000.0,2198952000000.0,6.667928602456693,5.823933835016776,140939198807405.94,90853367826261.7,73381566321211.38,2.219031170728e-05,1.4304498455940864e-05,1.1553633368259926e-05,1.4018740851138692e-05,9.03687426767618e-06,7.299013831584608e-06
7,7,2.25,0.02,135,1,100000.0,,163.56,0.16356,27.0,0.00076793339044,0.0110776255394957,0.0008913934336391,3958152000000.0,2551536000000.0,2060856000000.0,7.122413722003154,5.812176132976906,140654662418041.12,90669947674439.72,73233419275509.02,2.1622300266496004e-05,1.3938342320557484e-05,1.1257891874296429e-05,1.3745516296562538e-05,8.860746042412212e-06,7.156756418871403e-06
8,8,2.25,0.02,140,1,100000.0,,155.12,0.15512,28.0,0.0008409623227669,0.0126762634430969,0.0009638686242462,3752455129435.946,2419872000000.0,1954512000000.0,6.6822464237138615,5.183652426374691,125395971741637.4,80864977851445.16,65314020572321.1,2.1378205643576e-05,1.3786313083756852e-05,1.1135099029188229e-05,1.3662580754685736e-05,8.810684065653991e-06,7.116321745335916e-06
9,9,2.25,0.02,145,1,100000.0,,150.48,0.15048,29.0,0.0008182404036528,0.0112244210465256,0.0008929823308337,3626897056943.323,2347488000000.0,1896048000000.0,7.248712339160595,5.4340622894142125,130972783922934.0,84771371714861.72,68469184846619.086,2.1410114267812003e-05,1.3857571784709252e-05,1.1192654133803626e-05,1.3762121623662728e-05,8.907453081482268e-06,7.194481335043371e-06
