,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
0,0,2.25,0.02,100,1,100000.0,,254.48,0.25448,20.0,0.0011435120383396,0.028695793583391,0.000973171477299,3508693896000.0,1968899036000.0,1352113315200.0,980063555200.0,3.5060754367662312,4.459624140069279,61487959756033.2,34503888990509.01,23695053365981.69,17175082873200.412,1.4518231489352702e-05,8.146886799215779e-06,5.594758246733563e-06,4.05529521537709e-06,6.985811922112053e-06,3.920079313502967e-06,2.692058525863099e-06,1.9513072018476488e-06
1,1,2.25,0.02,105,1,100000.0,,263.24,0.26324,21.0,0.0012850021744975,0.0308036267554823,0.0008594918251841,3629474148000.0,2036674718000.0,1398657297600.0,1013800417600.0,3.2836884504531825,4.320139044463819,59564781103353.79,33424699780064.336,22953935576606.934,16637892293600.834,1.5868419183204896e-05,8.904542875134874e-06,6.11506774450935e-06,4.432435481996708e-06,8.052694322693583e-06,4.518758990982116e-06,3.103193250731337e-06,2.249313408569263e-06
2,2,2.25,0.02,110,1,100000.0,,269.76,0.2697599999999999,22.0,0.0013692237101866,0.0274570869283475,0.0008359486540029,3719369952000.0,2087119632000.0,1433299622400.0,1038910502400.0,3.2228607103021103,4.342530239685361,59873504185709.84,33597939337933.656,23072905370705.844,16724126160285.85,1.6846367692981756e-05,9.453317414957912e-06,6.491930828278711e-06,4.70560028967261e-06,9.317735887627108e-06,5.228635426922296e-06,3.5906907626054997e-06,2.6026702901763905e-06
3,3,2.25,0.02,115,1,100000.0,,275.76,0.27576,23.0,0.0013193606969502,0.0300715923170205,0.0008771585265698,3802096152000.0,2133541332000.0,1465179062400.0,1062017942400.0,3.508923893967855,4.833231741287266,66639149279346.42,37394472320752.51,25680120217077.15,18613935411315.168,1.7865834051836513e-05,1.0025389642025613e-05,6.884793266286604e-06,4.990362042530287e-06,1.0375540737021354e-05,5.822221248308084e-06,3.998327354495046e-06,2.8981409160372013e-06
4,4,2.25,0.02,120,1,100000.0,,285.24,0.28524,24.0,0.0012718119047207,0.0270605960939624,0.0008699509962801,3932803548000.0,2206887618000.0,1515548577600.0,1098527697600.0,3.806888401501293,5.42360451039752,74779031908007.88,41962156916720.08,28816912428824.51,20887602634623.34,1.9108834575134015e-05,1.0722897775994774e-05,7.363797023287791e-06,5.3375623250534266e-06,1.1784563781556671e-05,6.612892705071541e-06,4.541309693909655e-06,3.291715327290435e-06
5,5,2.25,0.02,125,1,100000.0,,286.0,0.286,25.0,0.0015528487403923,0.0281459860790987,0.000952798219494,3943282200000.0,2212767700000.0,1519586640000.0,1101454640000.0,3.2320577551149783,4.619129078764267,63687165999278.08,35737970725945.2,24542541386453.46,17789374673300.1,1.994938441390036e-05,1.119457122951438e-05,7.687712036332793e-06,5.57234834165336e-06,1.2419942928414846e-05,6.969434890518307e-06,4.786159951621438e-06,3.4691921787991027e-06
6,6,2.25,0.02,130,1,100000.0,,276.2,0.2762,26.0,0.0014605631790232,0.0278165721240415,0.0009139272563021,3808162740000.0,2136945590000.0,1467516888000.0,1063712488000.0,3.5872502813389886,4.958805285508943,68370519635011.64,38366028553718.414,26347322595177.53,19097549267763.457,2.0008675089143792e-05,1.1227842115143896e-05,7.71056034223656e-06,5.58890966951147e-06,1.2640490793880511e-05,7.093195039616021e-06,4.871150467857415e-06,3.5307965625176343e-06
7,7,2.25,0.02,135,1,100000.0,,270.12,0.27012,27.0,0.0015546177893918,0.0295141838538151,0.0009321312160064,3724333524000.0,2089904934000.0,1435212388800.0,1040296948800.0,3.4956735947429776,4.713709458884294,64991211906258.96,36469734397914.84,25045069645322.383,18153626416433.543,2.0345013973313652e-05,1.1416578244443383e-05,7.840172185616603e-06,5.6828573014081965e-06,1.293353240299417e-05,7.257634959082787e-06,4.984077235861292e-06,3.6126502122694335e-06
8,8,2.25,0.02,140,1,100000.0,,258.72,0.25872,28.0,0.0017241687365139,0.029418687811779,0.0008903088346347,3567153744000.0,2001703704000.0,1374641452800.0,996392812800.0,3.266802163622306,4.224731207166557,58249326465050.336,32686534113287.29,22447010839165.637,16270453814288.13,2.0322520502186483e-05,1.1403956062246169e-05,7.831504082121356e-06,5.676574327760284e-06,1.298790376185136e-05,7.288145376694871e-06,5.005029829748191e-06,3.627837455398104e-06
9,9,2.25,0.02,145,1,100000.0,,250.32,0.25032,29.0,0.0018108661346718,0.0275426821035997,0.0008376708830094,3451337064000.0,1936713324000.0,1330010236800.0,964042396800.0,3.214274496364941,4.023784412157232,55478732339500.28,31131818807639.9,21379332290050.293,15496559479476.418,2.0373757445233315e-05,1.143270760648526e-05,7.85124879481989e-06,5.690886052307472e-06,1.3095965971268334e-05,7.348784345569206e-06,5.046672776255777e-06,3.6580218591344073e-06
